year,title,excerpt,decade
1990,"The Indiana Housing Finance Authority is offering $45 million in single-family mortgage revenue bonds in two parts through underwriters led by Goldman, Sachs & Company.   About $19 million of the financing includes debt securites with longer maturities, offering investors a yield of 7.45 percent for an issue due in 2011 and 7.50 percent for an issue due in 2016.    For certain investors, bonds in the remaining $25.6 million of the financing may be subject to the Federal alternative minimum tax. Yields on the short maturities range from 6.15 percent in 1993 to 7 percent in 2002, while a long-term issue due in 2022 is priced to yield 7.75 percent.    Underwriters said the financing, which was not rated by Standard & Poor's, was rated Aaa by Moody's Investors Service Indiana Housing Bonds in 2 Parts",,1990
1991,"Charles M. Powell, an executive of the Academy of Motion Picture Arts and Sciences and a longtime marketing executive in the film industry, died Friday at his office in Los Angeles. He was 57 years old.    Mr. Powell died of a heart attack, said a business partner, Buddy Young. Charles M. Powell, 57, Executive With the Motion Picture Academy",,1990
1994,"Every event in a baby boomer's life, from Woodstock to parenthood to getting dressed in the morning, comes with its vast parade of commemorations, advice books, television series, movies and navel-regarding musings -- all implying that no one ever went to a concert, or had a child, or looked for shoes until about 1965. For history's neglected kids, it can be downright annoying.   So when Susan Mitchell, editor of a newsletter called The Boomer Report, noticed recently that the Census Bureau had abruptly lowered its projections of the population, for the rest of this decade, of people born between July 1, 1946, and July 1, 1947 -- from 3.8 million to 2.8 million -- she wondered: Was the agency onto stirrings of revolt? SUNDAY, August 21, 1994",Missing Million,1990
1996,"IT is no secret that New York club life is hurting.         The crackdown on clubs by City Hall, the end of the libertine 1980's and the  eclipse of a diverse clientele of artists, celebrities and outrageous personalities by a largely under-21 crowd -- all have led to the demise of dance clubs as hip hangouts.    Who's Hanging Together? Club Owners",,1990
1995,"WHILE most of the world waited for news of the official investigation into the Oklahoma bombing, callers and talk show hosts on World Wide Christian Radio, the Nashville shortwave station that has become the shrill voice of the far right, had it all figured out: the Federal Building was destroyed as part of a plot by the United States Government, acting on behalf of a secret international cabal, the New World Order, whose symbol, the cold staring eye in the pyramid, mocks Americans from the back of every one dollar bill.     Within days, the bombing had been tightly woven into the sprawling conspiracy theories that have obsessed some Americans since the beginning of the Republic. The historian Richard Hofstadter coined the phrase ""the paranoid style in American politics"" to describe this pathological world view in which history is a Manichean struggle between the forces of light and of darkness. The conspiratorial fantasies are not simply an expression of inchoate fear. There is a shape, an architecture, to the paranoia. The Nation",The Conspiracy That Never Ends,1990
1992,"Two weeks ago, New York City prosecutors sat down with lawyers for Sheik Kamal Adham, a former chief of intelligence in Saudi Arabia, and told them their client was running out of time: he was about to be indicted in the multibillion-dollar fraud and conspiracy case surrounding the Bank of Credit and Commerce International.    ""We didn't know the magic date, but we knew it would be soon,"" said Plato Cacheris, one of Sheik Kamal's attorneys. After Plea Bargain by Sheik, Question Is What He Knows",,1990
1995,"Croatia formally told the United Nations today that it was ending the agreement under which more than 12,000 United Nations peacekeeping troops have been stationed on its territory. The mandate is to end on March 31.   The move was a blow to the United Nations, which uses Zagreb, the Croatian capital, as the headquarters for all its operations in the former Yugoslavia, including peacekeeping efforts in Bosnia. Croatia Tells U.N. Troop Accord Ends",,1990
1998,"INTERNATIONAL   A3-9    United Nations Chief Reaches Deal With Iraq  President Saddam Hussein of Iraq met with Kofi Annan, the United Nations Secretary General, and agreed to lift his ban on arms inspections at so-called presidential properties, a spokesman for Mr. Annan said. The agreement could avert another American attack on Iraq and recharge the arms inspection process that was put in place after the Persian Gulf War.   A1    Senior Clinton Administration officials warned that deeds, not words, were required to resolve the crisis with Iraq. They said they would withhold judgment on the import of Mr. Annan's visit to Baghdad until he returned on Tuesday with details.   A1 NEWS SUMMARY",,1990
1996,Consider these three restaurants: One is a bar that also serves barbecue and  seafood,"the second is a coffee bar that serves sandwiches and some Jamaican specialties; the third is a pizzeria that also has a long Italian menu. Judged as a whole, none are out of the ordinary. Yet each has at least one extraordinary dish.         25 and Under",1990
1995,"Marion Tinsley, the perennial world checkers champion who was widely regarded as the game's best player ever, died in Humble, Tex., on Monday, five years after he ran out of worthy human opponents and began winning his last titles by beating ever more powerful computers. He was 68 and lived in Conyers, Ga.    The cause was cancer, relatives said. He was visiting his twin sister, Mary Clark, in Humble when he died. Marion Tinsley, 68, Unmatched As Checkers Champion, Is Dead",,1990
1997,"Kathleen Mary Phillips, an architect in private practice in New York, was married yesterday to Adam Platt, a freelance writer in New York. The Rev. Rennyson M. Howell performed the ceremony at the Roman Catholic Church of Our Saviour in New York.    The bride, 33, graduated from the Lawrence Institute of Technology in Southfield, Mich., and received an architecture degree from the University of Virginia. Her parents, MaryJane and Gerald Phillips, live in Grosse Pointe Shores, Mich., where her mother is a medical secretary at Bon Secours Hospital. The bride's father is the president of East Side Team Sports in Warren, Mich., which supplies uniforms to the Detroit Red Wings hockey team and the Detroit Pistons basketball team.   Kathleen Phillips and Adam Platt",,1990
1994,"Southern African Traditions Updated With Spirit  Symphony Space    Black Umfolosi, an eight-person a cappella group from Zimbabwe that performed in New York City for the first time on Saturday night, took a handful of Zulu traditions and combined them with the exuberance of youth. The group, which sometimes seems like a younger, smaller version of the South African a cappella group Ladysmith Black Mambazo, often brought its sweet, resonant harmonies down to earth by asking the audience to throw its American Express cards onstage and miming soccer kicks during its dances. POP",,1990
1994,"The United States warned North Korea today that any further delay in releasing a captured helicopter pilot and the body of another could worsen relations at a time when the North has been eager to improve ties with the West.   In the Administration's most emphatic statement since the helicopter went down on Friday, Secretary of State Warren Christopher said, ""We have indicated that a further delay here in returning the pilot and the remains of the co-pilot would be of great concern to us and would affect the atmosphere in which we've been hoping to improve our relations with North Korea."" U.S. Issues New Warning to North Korea Over American Fliers",,1990
