year,decade,Combined_Text
1990,1990,"The benefits of bilingual education should be obvious to anyone familiar with the historical background of the new wave of Latino and Asian immigrants. Is it not enough that these children have been uprooted from all that was familiar to them? Must we also take away their language and culture? Must we isolate them and doom them to sink or swim?   Without the two years I spent in a bilingual program, I would not have been able to join the mainstream. I would not have been able to attend an Ivy League college or graduate program. MIGUELINA M. RODRIGUEZ  New York, N.Y. A WAR OF WORDS "
1999,1990,"Helen Benedict letter lauds Natalie Angier's Feb 21 article on evolutionary psychology Men, Women, Sex and Darwin "
1991,1990,"IF New York City were a typical wage earner, it might get a second job, apply for a home equity loan, subsist on junk food for a while or even leave town for some place less expensive. If it were a business, it could raise prices, shed some assets, shutter some divisions, subsist on junk bonds or even close shop.    New York is neither, nor can it be. It can't move. It can't close. In contrast to most businesses, the city will never suffer for lack of customers. And, unlike even most other governments, the city is bound by strict accounting guidelines that require it to finish the fiscal year with a legally balanced budget. That requirement alone distinguishes the city's 1991 budget crisis from its 1975 bankruptcy crisis. The consequences of choices made in the high-stakes competition for priorities may prove to be even more profound than they were the last time for the city's dependent population and for the taxpayers who support the poor and also expect basic services. The Region New York Budget Cuts: Some Scars Don't Heal"
1997,1990,"The Rangers, plagued by injuries, were eliminated from the playoffs as Philadelphia, a younger team led by Eric Lindros, moved into the Stanley Cup final against the winner of the Colorado Avalanche-Detroit Red Wings series.     SportsMonday, page 39. EASTERN CONFERENCE FINALS: GAME 5 "
1999,1990,Foundation affiliated with American Advertising Federation and Procter & Gamble Co will conduct survey to gauge diversity in advertising industry survey is intended to serve as benchmark to be used to measure performance of companies in hiring members of minorities compared with overall industry (S) Diversity Survey For the Industry
1993,1990,"A Presidential commission studying which military bases to shrink or close is planning to add about 20 sites to the list the Pentagon has proposed, panel members said this week.    The Defense Base Closure and Realignment Commission will consider the additional bases out of fairness to comparable installations that Defense Secretary Les Aspin has recommended be closed or reduced, commissioners said. The Pentagon had identified 43 large installations and 122 smaller sites for closing or consolidation. Panel Expanding List for Base Closings "
1994,1990,"There are no welcoming decorations on the walls at the Immigration and Naturalization Service in Manhattan. Nor do the people who work there seem happy to see any of us who have come that morning for our green-card interviews.   After the metal detectors and bag check, we are thumbprinted (the woman administering the procedure is suspicious and exasperated by some ""highly abnormal striations in the pads of my digits""). A Chinese couple is greeted by their young, eager counsel. He shakes the husband's hand and then exuberantly kisses the wife on the cheek. She looks horrified. An Extraordinary Alien "
1993,1990,"Wingtip Sloat  CBGB    The endless, desolate suburbs of Washington spawned a cult of musical exactitude in the post-punk rock of the early 80's. The movement, known as hardcore, was famous for its fearsomely precise attack, delivering barbed messages at breakneck speed. Amid an ocean of nothing to do, bands rehearsed their discontent to perfection. Pop and Jazz in Review "
1993,1990,"Leslie Perry, the accountant for Backen, Arrigoni & Ross, an architectural firm in San Francisco, was married yesterday to Tom Goldstein, the dean of the graduate school of journalism at the University of California at Berkeley. Judge Jay Gold, an acting justice of the State Supreme Court in Manhattan, performed the ceremony at his home in New York.   Mrs. Goldstein graduated from San Francisco State University. She is a daughter of Mr. and Mrs. Arch E. Perry of Belmont, Calif. The bride's father is the director of public works in San Mateo, Calif. Leslie Perry, Tom Goldstein "
1992,1990,"He shook his head sadly in the direction of his pile of five abandoned racquets. He scuffed the clay along the service line as if testing for quicksand. And then, unable to keep pace with 21-year-old Nicklas Kulti of Sweden, John McEnroe ended his clay-court singles career at the French Open's center court on a sultry afternoon.    While he declared his undying affection for Paris, he didn't bother saying goodbye to this place itself. After all, the 33-year-old McEnroe and the Roland Garros clay have rarely been on speaking terms. His best finish, as runner-up, came in 1984, and his overall singles record closed at 25-10 after 10 years of trying to add Paris to his list of seven Grand Slam singles titles. Old Soldier McEnroe Fades Away in Paris "
1990,1990,"LEAD: Muriel Parker Roth, a pianist and composer, died of heart failure on Friday. She was 82 years old and lived in Albuquerque, N.M. Muriel Roth, 82, Dies Pianist and Composer"
1997,1990,"Deputy Defense Min Andrzej Karkoszka acknowledges that as Poland tries to convince US that it meets one of conditions for joining NATO--having its military under civilian control--Poland's top commander, Gen Tadeusz Wilecki, is resisting reduction in his authority (M) Poland's Top Commander Resists Terms for NATO "
1998,1990,"Here is a selective listing by critics of The Times of new or noteworthy pop and jazz concerts in New York City this weekend.* denotes a highly recommended concert.    BONNIE PRINCE BILLY, Bowery Ballroom, 6 Delancey Street, at the Bowery, Lower East Side, (212) 533-2111. The latest alias of Will Oldham, also known as Palace or the Palace Brothers, is Bonnie Prince Billy. He's still exploring country's Celtic-Appalachian heritage in homespun dirges about solitude, drinking, death and the distant possibility of redemption. The Anamoanon, a band led by his brother, shares the bill. Tonight at 9 21 and over; admission is $10 (Jon Pareles). POP AND JAZZ GUIDE"
1995,1990,"The Tri-State Pontiac Dealers Association, which represents 78 dealers in New York, New Jersey and Connecticut, has named Graham Advertising in Colorado Springs to handle its account, which had been at Deutsch Inc. in New York for the last 12 years. The billings were estimated at $4 million.         Ron Schlemmer, president of the association, confirmed a report of the change this week in Adweek, adding that it came after a monthlong review in which the participants were Deutsch, Graham, the D'Arcy Automotive Retail Team division of D'Arcy Masius Benton & Bowles in Bloomfield Hills, Mich., and Martin Advertising in Birmingham, Ala.    THE MEDIA BUSINESS: ADVERTISING -- ADDENDA Pontiac Dealers Choose Graham"
